date,region,new_confirmed
2021-12-23,West South Central,18314.0
2021-12-24,East North Central,19364.0
2021-12-24,East South Central,2466.0
2021-12-24,Mid-Atlantic,64818.0
2021-12-24,Mountain,8566.0
2021-12-24,New England,12241.0
2021-12-24,Pacific,22255.0
2021-12-24,South Atlantic,51123.0
2021-12-24,West North Central,432.0
2021-12-24,West South Central,2769.0
2021-12-25,East North Central,0.0
2021-12-25,East South Central,2732.0
2021-12-25,Mid-Atlantic,29337.0
2021-12-25,Mountain,4712.0
2021-12-25,New England,0.0
2021-12-25,Pacific,1624.0
2021-12-25,South Atlantic,1554.0
2021-12-25,West North Central,167.0
2021-12-25,West South Central,1024.0
2021-12-26,East North Central,20917.0
2021-12-26,East South Central,1247.0
2021-12-26,Mid-Atlantic,107160.0
2021-12-26,Mountain,1771.0
2021-12-26,New England,0.0
2021-12-26,Pacific,23062.0
2021-12-26,South Atlantic,26299.0
2021-12-26,West North Central,2307.0
2021-12-26,West South Central,422.0
2021-12-27,East North Central,124552.0
2021-12-27,East South Central,32103.0
2021-12-27,Mid-Atlantic,51252.0
2021-12-27,Mountain,30586.0
2021-12-27,New England,34408.0
2021-12-27,Pacific,40871.0
2021-12-27,South Atlantic,126506.0
2021-12-27,West North Central,23396.0
2021-12-27,West South Central,70072.0
2021-12-28,East North Central,49659.0
2021-12-28,East South Central,17423.0
2021-12-28,Mid-Atlantic,78013.0
2021-12-28,Mountain,12694.0
2021-12-28,New England,25225.0
2021-12-28,Pacific,57018.0
2021-12-28,South Atlantic,90719.0
2021-12-28,West North Central,23421.0
2021-12-28,West South Central,24581.0
2021-12-29,East North Central,86062.0
2021-12-29,East South Central,24816.0
2021-12-29,Mid-Atlantic,103562.0
2021-12-29,Mountain,21315.0
2021-12-29,New England,30788.0
2021-12-29,Pacific,39634.0
2021-12-29,South Atlantic,117808.0
2021-12-29,West North Central,27699.0
2021-12-29,West South Central,29422.0
2021-12-30,East North Central,70574.0
2021-12-30,East South Central,27873.0
2021-12-30,Mid-Atlantic,125380.0
2021-12-30,Mountain,25523.0
2021-12-30,New England,38181.0
2021-12-30,Pacific,63374.0
2021-12-30,South Atlantic,159410.0
2021-12-30,West North Central,18771.0
2021-12-30,West South Central,41680.0
2021-12-31,East North Central,28608.0
2021-12-31,East South Central,10387.0
2021-12-31,Mid-Atlantic,133585.0
2021-12-31,Mountain,17008.0
2021-12-31,New England,23810.0
2021-12-31,Pacific,61149.0
2021-12-31,South Atlantic,147362.0
2021-12-31,West North Central,1635.0
2021-12-31,West South Central,8436.0
2022-01-01,East North Central,0.0
2022-01-01,East South Central,1442.0
2022-01-01,Mid-Atlantic,136657.0
2022-01-01,Mountain,8220.0
2022-01-01,New England,0.0
2022-01-01,Pacific,3607.0
2022-01-01,South Atlantic,3514.0
2022-01-01,West North Central,451.0
2022-01-01,West South Central,8037.0
2022-01-02,East North Central,37626.0
2022-01-02,East South Central,13780.0
2022-01-02,Mid-Atlantic,106605.0
2022-01-02,Mountain,3866.0
2022-01-02,New England,0.0
2022-01-02,Pacific,48058.0
2022-01-02,South Atlantic,39764.0
2022-01-02,West North Central,6037.0
2022-01-02,West South Central,5024.0
2022-01-03,East North Central,216033.0
2022-01-03,East South Central,79055.0
2022-01-03,Mid-Atlantic,105991.0
2022-01-03,Mountain,75749.0
2022-01-03,New England,64629.0
2022-01-03,Pacific,90445.0
2022-01-03,South Atlantic,126395.0
2022-01-03,West North Central,48680.0
2022-01-03,West South Central,205726.0
2022-01-04,East North Central,63112.0
2022-01-04,East South Central,27760.0
2022-01-04,Mid-Atlantic,102870.0
2022-01-04,Mountain,28139.0
2022-01-04,New England,50035.0
2022-01-04,Pacific,156634.0
2022-01-04,South Atlantic,337256.0
2022-01-04,West North Central,42670.0
2022-01-04,West South Central,73952.0
2022-01-05,East North Central,111498.0
2022-01-05,East South Central,27547.0
2022-01-05,Mid-Atlantic,139734.0
2022-01-05,Mountain,32399.0
2022-01-05,New England,52324.0
2022-01-05,Pacific,81086.0
2022-01-05,South Atlantic,136895.0
2022-01-05,West North Central,47745.0
2022-01-05,West South Central,69601.0
2022-01-06,East North Central,93322.0
2022-01-06,East South Central,46575.0
2022-01-06,Mid-Atlantic,141668.0
2022-01-06,Mountain,38189.0
2022-01-06,New England,50513.0
2022-01-06,Pacific,115139.0
2022-01-06,South Atlantic,158296.0
2022-01-06,West North Central,27686.0
2022-01-06,West South Central,73820.0
2022-01-07,East North Central,139175.0
2022-01-07,East South Central,47135.0
2022-01-07,Mid-Atlantic,148142.0
2022-01-07,Mountain,47352.0
2022-01-07,New England,51003.0
2022-01-07,Pacific,142502.0
2022-01-07,South Atlantic,187692.0
2022-01-07,West North Central,42380.0
2022-01-07,West South Central,83446.0
2022-01-08,East North Central,18310.0
2022-01-08,East South Central,30524.0
2022-01-08,Mid-Atlantic,156482.0
2022-01-08,Mountain,19447.0
2022-01-08,New England,3822.0
2022-01-08,Pacific,39358.0
2022-01-08,South Atlantic,91079.0
2022-01-08,West North Central,24035.0
2022-01-08,West South Central,57343.0
2022-01-09,East North Central,19089.0
2022-01-09,East South Central,14376.0
2022-01-09,Mid-Atlantic,132974.0
2022-01-09,Mountain,18247.0
2022-01-09,New England,252.0
2022-01-09,Pacific,50914.0
2022-01-09,South Atlantic,22765.0
2022-01-09,West North Central,7622.0
2022-01-09,West South Central,40304.0
2022-01-10,East North Central,215321.0
2022-01-10,East South Central,36900.0
2022-01-10,Mid-Atlantic,110797.0
2022-01-10,Mountain,112899.0
2022-01-10,New England,118912.0
2022-01-10,Pacific,298707.0
2022-01-10,South Atlantic,369176.0
2022-01-10,West North Central,44698.0
2022-01-10,West South Central,112988.0
2022-01-11,East North Central,74358.0
2022-01-11,East South Central,57453.0
2022-01-11,Mid-Atlantic,100817.0
2022-01-11,Mountain,60840.0
2022-01-11,New England,37104.0
2022-01-11,Pacific,163985.0
2022-01-11,South Atlantic,130023.0
2022-01-11,West North Central,63485.0
2022-01-11,West South Central,81849.0
2022-01-12,East North Central,123983.0
2022-01-12,East South Central,44364.0
2022-01-12,Mid-Atlantic,108127.0
2022-01-12,Mountain,62010.0
2022-01-12,New England,47273.0
2022-01-12,Pacific,141502.0
2022-01-12,South Atlantic,167106.0
2022-01-12,West North Central,66952.0
2022-01-12,West South Central,107968.0
2022-01-13,East North Central,89841.0
2022-01-13,East South Central,31192.0
2022-01-13,Mid-Atlantic,111945.0
2022-01-13,Mountain,65010.0
2022-01-13,New England,44680.0
2022-01-13,Pacific,192534.0
2022-01-13,South Atlantic,173566.0
2022-01-13,West North Central,38709.0
2022-01-13,West South Central,110628.0
2022-01-14,East North Central,157731.0
2022-01-14,East South Central,38093.0
2022-01-14,Mid-Atlantic,96262.0
2022-01-14,Mountain,63854.0
2022-01-14,New England,35376.0
2022-01-14,Pacific,146054.0
2022-01-14,South Atlantic,172325.0
2022-01-14,West North Central,52347.0
2022-01-14,West South Central,156898.0
2022-01-15,East North Central,50299.0
2022-01-15,East South Central,22327.0
2022-01-15,Mid-Atlantic,87132.0
2022-01-15,Mountain,26127.0
2022-01-15,New England,3152.0
2022-01-15,Pacific,49918.0
2022-01-15,South Atlantic,69118.0
2022-01-15,West North Central,33566.0
2022-01-15,West South Central,74840.0
2022-01-16,East North Central,26117.0
2022-01-16,East South Central,56982.0
2022-01-16,Mid-Atlantic,99975.0
2022-01-16,Mountain,26181.0
2022-01-16,New England,2564.0
2022-01-16,Pacific,50298.0
2022-01-16,South Atlantic,14527.0
2022-01-16,West North Central,1094.0
2022-01-16,West South Central,55537.0
2022-01-17,East North Central,139311.0
2022-01-17,East South Central,9923.0
2022-01-17,Mid-Atlantic,51594.0
2022-01-17,Mountain,36473.0
2022-01-17,New England,27435.0
2022-01-17,Pacific,227152.0
2022-01-17,South Atlantic,92135.0
2022-01-17,West North Central,8873.0
2022-01-17,West South Central,114025.0
2022-01-18,East North Central,140505.0
2022-01-18,East South Central,109297.0
2022-01-18,Mid-Atlantic,49897.0
2022-01-18,Mountain,132400.0
2022-01-18,New England,85653.0
2022-01-18,Pacific,174807.0
2022-01-18,South Atlantic,334177.0
2022-01-18,West North Central,60164.0
2022-01-18,West South Central,90144.0
2022-01-19,East North Central,175909.0
2022-01-19,East South Central,47014.0
2022-01-19,Mid-Atlantic,49962.0
2022-01-19,Mountain,60383.0
2022-01-19,New England,27838.0
2022-01-19,Pacific,138864.0
2022-01-19,South Atlantic,122031.0
2022-01-19,West North Central,125176.0
2022-01-19,West South Central,92043.0
2022-01-20,East North Central,79737.0
2022-01-20,East South Central,53929.0
2022-01-20,Mid-Atlantic,60059.0
2022-01-20,Mountain,64388.0
2022-01-20,New England,29465.0
2022-01-20,Pacific,199003.0
2022-01-20,South Atlantic,137099.0
2022-01-20,West North Central,38609.0
2022-01-20,West South Central,83812.0
2022-01-21,East North Central,132059.0
2022-01-21,East South Central,61781.0
2022-01-21,Mid-Atlantic,59039.0
2022-01-21,Mountain,63158.0
2022-01-21,New England,30890.0
2022-01-21,Pacific,169531.0
2022-01-21,South Atlantic,140070.0
2022-01-21,West North Central,58043.0
2022-01-21,West South Central,103200.0
2022-01-22,East North Central,15677.0
2022-01-22,East South Central,41153.0
2022-01-22,Mid-Atlantic,53918.0
2022-01-22,Mountain,29559.0
2022-01-22,New England,2786.0
2022-01-22,Pacific,44454.0
2022-01-22,South Atlantic,36643.0
2022-01-22,West North Central,24074.0
2022-01-22,West South Central,84706.0
2022-01-23,East North Central,9932.0
2022-01-23,East South Central,11163.0
2022-01-23,Mid-Atlantic,41067.0
2022-01-23,Mountain,22922.0
2022-01-23,New England,1116.0
2022-01-23,Pacific,31601.0
2022-01-23,South Atlantic,10613.0
2022-01-23,West North Central,6461.0
2022-01-23,West South Central,61922.0
2022-01-24,East North Central,178282.0
2022-01-24,East South Central,43703.0
2022-01-24,Mid-Atlantic,26841.0
2022-01-24,Mountain,104888.0
2022-01-24,New England,52831.0
2022-01-24,Pacific,288689.0
2022-01-24,South Atlantic,202156.0
2022-01-24,West North Central,47317.0
2022-01-24,West South Central,78680.0
2022-01-25,East North Central,34857.0
2022-01-25,East South Central,62915.0
2022-01-25,Mid-Atlantic,33119.0
2022-01-25,Mountain,42773.0
2022-01-25,New England,16951.0
2022-01-25,Pacific,98826.0
2022-01-25,South Atlantic,86889.0
2022-01-25,West North Central,67047.0
2022-01-25,West South Central,69872.0
2022-01-26,East North Central,85254.0
2022-01-26,East South Central,37035.0
2022-01-26,Mid-Atlantic,34854.0
2022-01-26,Mountain,50956.0
2022-01-26,New England,18681.0
2022-01-26,Pacific,129616.0
2022-01-26,South Atlantic,156762.0
2022-01-26,West North Central,56548.0
2022-01-26,West South Central,106252.0
2022-01-27,East North Central,48351.0
2022-01-27,East South Central,35735.0
2022-01-27,Mid-Atlantic,40583.0
2022-01-27,Mountain,48030.0
2022-01-27,New England,19966.0
2022-01-27,Pacific,136939.0
2022-01-27,South Atlantic,106912.0
2022-01-27,West North Central,32076.0
2022-01-27,West South Central,61813.0
2022-01-28,East North Central,81665.0
2022-01-28,East South Central,34318.0
2022-01-28,Mid-Atlantic,39139.0
2022-01-28,Mountain,48557.0
2022-01-28,New England,17439.0
2022-01-28,Pacific,116835.0
2022-01-28,South Atlantic,106631.0
2022-01-28,West North Central,42470.0
2022-01-28,West South Central,60309.0
2022-01-29,East North Central,8609.0
2022-01-29,East South Central,72599.0
2022-01-29,Mid-Atlantic,30079.0
2022-01-29,Mountain,12537.0
2022-01-29,New England,1756.0
2022-01-29,Pacific,25033.0
2022-01-29,South Atlantic,29336.0
2022-01-29,West North Central,18104.0
2022-01-29,West South Central,44150.0
2022-01-30,East North Central,5224.0
2022-01-30,East South Central,7509.0
2022-01-30,Mid-Atlantic,15248.0
2022-01-30,Mountain,18151.0
2022-01-30,New England,611.0
2022-01-30,Pacific,20483.0
2022-01-30,South Atlantic,5475.0
2022-01-30,West North Central,3356.0
2022-01-30,West South Central,26235.0
2022-01-31,East North Central,83812.0
2022-01-31,East South Central,32667.0
2022-01-31,Mid-Atlantic,16645.0
2022-01-31,Mountain,62342.0
2022-01-31,New England,23521.0
2022-01-31,Pacific,182413.0
2022-01-31,South Atlantic,157050.0
2022-01-31,West North Central,30701.0
2022-01-31,West South Central,69107.0
2022-02-01,East North Central,25119.0
2022-02-01,East South Central,45014.0
2022-02-01,Mid-Atlantic,15602.0
2022-02-01,Mountain,21978.0
2022-02-01,New England,7748.0
2022-02-01,Pacific,43540.0
2022-02-01,South Atlantic,51706.0
2022-02-01,West North Central,39627.0
2022-02-01,West South Central,47322.0
2022-02-02,East North Central,54893.0
2022-02-02,East South Central,24992.0
2022-02-02,Mid-Atlantic,19626.0
2022-02-02,Mountain,25428.0
2022-02-02,New England,11815.0
2022-02-02,Pacific,60331.0
2022-02-02,South Atlantic,54195.0
2022-02-02,West North Central,28684.0
2022-02-02,West South Central,40126.0
2022-02-03,East North Central,17571.0
2022-02-03,East South Central,26921.0
2022-02-03,Mid-Atlantic,21461.0
2022-02-03,Mountain,25438.0
2022-02-03,New England,12244.0
2022-02-03,Pacific,90547.0
2022-02-03,South Atlantic,59643.0
2022-02-03,West North Central,16181.0
2022-02-03,West South Central,41771.0
2022-02-04,East North Central,43023.0
2022-02-04,East South Central,37239.0
2022-02-04,Mid-Atlantic,17830.0
2022-02-04,Mountain,28451.0
2022-02-04,New England,10275.0
2022-02-04,Pacific,60079.0
2022-02-04,South Atlantic,59917.0
2022-02-04,West North Central,17132.0
2022-02-04,West South Central,35624.0
2022-02-05,East North Central,2810.0
2022-02-05,East South Central,24324.0
2022-02-05,Mid-Atlantic,16063.0
2022-02-05,Mountain,9581.0
2022-02-05,New England,1095.0
2022-02-05,Pacific,12159.0
2022-02-05,South Atlantic,24945.0
2022-02-05,West North Central,8222.0
2022-02-05,West South Central,24436.0
2022-02-06,East North Central,2070.0
2022-02-06,East South Central,356.0
2022-02-06,Mid-Atlantic,13102.0
2022-02-06,Mountain,7027.0
2022-02-06,New England,0.0
2022-02-06,Pacific,8412.0
2022-02-06,South Atlantic,3071.0
2022-02-06,West North Central,1694.0
2022-02-06,West South Central,19039.0
2022-02-07,East North Central,40006.0
2022-02-07,East South Central,27170.0
2022-02-07,Mid-Atlantic,13022.0
2022-02-07,Mountain,28621.0
2022-02-07,New England,14470.0
2022-02-07,Pacific,62495.0
2022-02-07,South Atlantic,116389.0
2022-02-07,West North Central,15849.0
2022-02-07,West South Central,26400.0
2022-02-08,East North Central,15857.0
2022-02-08,East South Central,27117.0
2022-02-08,Mid-Atlantic,1696.0
2022-02-08,Mountain,15106.0
2022-02-08,New England,6031.0
2022-02-08,Pacific,49583.0
2022-02-08,South Atlantic,38195.0
2022-02-08,West North Central,19998.0
2022-02-08,West South Central,21650.0
2022-02-09,East North Central,22966.0
2022-02-09,East South Central,17087.0
2022-02-09,Mid-Atlantic,13636.0
2022-02-09,Mountain,18093.0
2022-02-09,New England,7804.0
2022-02-09,Pacific,64790.0
2022-02-09,South Atlantic,40886.0
2022-02-09,West North Central,17237.0
2022-02-09,West South Central,21723.0
2022-02-10,East North Central,19100.0
2022-02-10,East South Central,16605.0
2022-02-10,Mid-Atlantic,15256.0
2022-02-10,Mountain,18451.0
2022-02-10,New England,7241.0
2022-02-10,Pacific,22158.0
2022-02-10,South Atlantic,35765.0
2022-02-10,West North Central,14216.0
2022-02-10,West South Central,24108.0
2022-02-11,East North Central,16590.0
2022-02-11,East South Central,15907.0
2022-02-11,Mid-Atlantic,11516.0
2022-02-11,Mountain,12757.0
2022-02-11,New England,7268.0
2022-02-11,Pacific,43674.0
2022-02-11,South Atlantic,29463.0
2022-02-11,West North Central,7347.0
2022-02-11,West South Central,21739.0
2022-02-12,East North Central,2032.0
2022-02-12,East South Central,8672.0
2022-02-12,Mid-Atlantic,9569.0
2022-02-12,Mountain,5947.0
2022-02-12,New England,1924.0
2022-02-12,Pacific,5855.0
2022-02-12,South Atlantic,11922.0
2022-02-12,West North Central,3529.0
2022-02-12,West South Central,14296.0
2022-02-13,East North Central,1490.0
2022-02-13,East South Central,1919.0
2022-02-13,Mid-Atlantic,8909.0
2022-02-13,Mountain,4397.0
2022-02-13,New England,0.0
2022-02-13,Pacific,5775.0
2022-02-13,South Atlantic,2308.0
2022-02-13,West North Central,200.0
2022-02-13,West South Central,8437.0
2022-02-14,East North Central,30031.0
2022-02-14,East South Central,19710.0
2022-02-14,Mid-Atlantic,5665.0
2022-02-14,Mountain,18575.0
2022-02-14,New England,7309.0
2022-02-14,Pacific,40587.0
2022-02-14,South Atlantic,51545.0
2022-02-14,West North Central,17106.0
2022-02-14,West South Central,14233.0
2022-02-15,East North Central,8052.0
2022-02-15,East South Central,16002.0
2022-02-15,Mid-Atlantic,6343.0
2022-02-15,Mountain,8508.0
2022-02-15,New England,17244.0
2022-02-15,Pacific,14832.0
2022-02-15,South Atlantic,17537.0
2022-02-15,West North Central,11975.0
2022-02-15,West South Central,15216.0
2022-02-16,East North Central,15371.0
2022-02-16,East South Central,12808.0
2022-02-16,Mid-Atlantic,8171.0
2022-02-16,Mountain,10800.0
2022-02-16,New England,8447.0
2022-02-16,Pacific,17527.0
2022-02-16,South Atlantic,45325.0
2022-02-16,West North Central,8398.0
2022-02-16,West South Central,11675.0
2022-02-17,East North Central,7878.0
2022-02-17,East South Central,11318.0
2022-02-17,Mid-Atlantic,10178.0
2022-02-17,Mountain,11188.0
2022-02-17,New England,8283.0
2022-02-17,Pacific,12592.0
2022-02-17,South Atlantic,22397.0
2022-02-17,West North Central,5723.0
2022-02-17,West South Central,14031.0
2022-02-18,East North Central,8372.0
2022-02-18,East South Central,11002.0
2022-02-18,Mid-Atlantic,10077.0
2022-02-18,Mountain,10926.0
2022-02-18,New England,9189.0
2022-02-18,Pacific,17178.0
2022-02-18,South Atlantic,20701.0
2022-02-18,West North Central,6164.0
2022-02-18,West South Central,15169.0
2022-02-19,East North Central,1599.0
2022-02-19,East South Central,5874.0
2022-02-19,Mid-Atlantic,7660.0
2022-02-19,Mountain,3878.0
2022-02-19,New England,4011.0
2022-02-19,Pacific,3924.0
2022-02-19,South Atlantic,6534.0
2022-02-19,West North Central,2226.0
2022-02-19,West South Central,8851.0
2022-02-20,East North Central,6668.0
2022-02-20,East South Central,720.0
2022-02-20,Mid-Atlantic,4437.0
2022-02-20,Mountain,2043.0
2022-02-20,New England,4597.0
2022-02-20,Pacific,3146.0
2022-02-20,South Atlantic,1239.0
2022-02-20,West North Central,113.0
2022-02-20,West South Central,2380.0
2022-02-21,East North Central,5877.0
2022-02-21,East South Central,5339.0
2022-02-21,Mid-Atlantic,4514.0
2022-02-21,Mountain,4211.0
2022-02-21,New England,2293.0
2022-02-21,Pacific,1881.0
2022-02-21,South Atlantic,22677.0
2022-02-21,West North Central,1330.0
2022-02-21,West South Central,7374.0
2022-02-22,East North Central,9404.0
2022-02-22,East South Central,10529.0
2022-02-22,Mid-Atlantic,5425.0
2022-02-22,Mountain,12811.0
2022-02-22,New England,8167.0
2022-02-22,Pacific,33805.0
2022-02-22,South Atlantic,23260.0
2022-02-22,West North Central,7345.0
2022-02-22,West South Central,11705.0
2022-02-23,East North Central,13332.0
2022-02-23,East South Central,5679.0
2022-02-23,Mid-Atlantic,6388.0
2022-02-23,Mountain,8192.0
2022-02-23,New England,5561.0
2022-02-23,Pacific,12735.0
2022-02-23,South Atlantic,14041.0
2022-02-23,West North Central,8436.0
2022-02-23,West South Central,8440.0
2022-02-24,East North Central,5210.0
2022-02-24,East South Central,4899.0
2022-02-24,Mid-Atlantic,6277.0
2022-02-24,Mountain,8414.0
2022-02-24,New England,4860.0
2022-02-24,Pacific,16263.0
2022-02-24,South Atlantic,14998.0
2022-02-24,West North Central,3116.0
2022-02-24,West South Central,9187.0
2022-02-25,East North Central,12743.0
2022-02-25,East South Central,7306.0
2022-02-25,Mid-Atlantic,5569.0
2022-02-25,Mountain,8506.0
2022-02-25,New England,4283.0
2022-02-25,Pacific,18022.0
2022-02-25,South Atlantic,13961.0
2022-02-25,West North Central,3700.0
2022-02-25,West South Central,10206.0
2022-02-26,East North Central,1330.0
2022-02-26,East South Central,3383.0
2022-02-26,Mid-Atlantic,4927.0
2022-02-26,Mountain,1636.0
2022-02-26,New England,867.0
2022-02-26,Pacific,2732.0
2022-02-26,South Atlantic,3795.0
2022-02-26,West North Central,993.0
2022-02-26,West South Central,5251.0
2022-02-27,East North Central,577.0
2022-02-27,East South Central,473.0
2022-02-27,Mid-Atlantic,4745.0
2022-02-27,Mountain,561.0
2022-02-27,New England,23.0
2022-02-27,Pacific,340.0
2022-02-27,South Atlantic,485.0
2022-02-27,West North Central,94.0
2022-02-27,West South Central,1400.0
2022-02-28,East North Central,10580.0
2022-02-28,East South Central,3575.0
2022-02-28,Mid-Atlantic,2902.0
2022-02-28,Mountain,9603.0
2022-02-28,New England,4107.0
2022-02-28,Pacific,24269.0
2022-02-28,South Atlantic,19680.0
2022-02-28,West North Central,25160.0
2022-02-28,West South Central,6625.0
2022-03-01,East North Central,4109.0
2022-03-01,East South Central,5950.0
2022-03-01,Mid-Atlantic,3449.0
2022-03-01,Mountain,4590.0
2022-03-01,New England,3088.0
2022-03-01,Pacific,4672.0
2022-03-01,South Atlantic,7337.0
2022-03-01,West North Central,8564.0
2022-03-01,West South Central,2177.0
2022-03-02,East North Central,7093.0
2022-03-02,East South Central,5743.0
2022-03-02,Mid-Atlantic,4277.0
2022-03-02,Mountain,8745.0
2022-03-02,New England,3066.0
2022-03-02,Pacific,10326.0
2022-03-02,South Atlantic,8300.0
2022-03-02,West North Central,3045.0
2022-03-02,West South Central,6958.0
2022-03-03,East North Central,3510.0
2022-03-03,East South Central,5025.0
2022-03-03,Mid-Atlantic,5000.0
2022-03-03,Mountain,4660.0
2022-03-03,New England,3343.0
2022-03-03,Pacific,11787.0
2022-03-03,South Atlantic,9172.0
2022-03-03,West North Central,2565.0
2022-03-03,West South Central,5901.0
2022-03-04,East North Central,5619.0
2022-03-04,East South Central,4062.0
2022-03-04,Mid-Atlantic,3340.0
2022-03-04,Mountain,5603.0
2022-03-04,New England,2997.0
2022-03-04,Pacific,10146.0
2022-03-04,South Atlantic,8710.0
2022-03-04,West North Central,2373.0
2022-03-04,West South Central,5909.0
2022-03-05,East North Central,862.0
2022-03-05,East South Central,988.0
2022-03-05,Mid-Atlantic,4541.0
2022-03-05,Mountain,181.0
2022-03-05,New England,447.0
2022-03-05,Pacific,1633.0
2022-03-05,South Atlantic,2252.0
2022-03-05,West North Central,681.0
2022-03-05,West South Central,4622.0
2022-03-06,East North Central,360.0
2022-03-06,East South Central,125.0
2022-03-06,Mid-Atlantic,4192.0
2022-03-06,Mountain,105.0
2022-03-06,New England,0.0
2022-03-06,Pacific,481.0
2022-03-06,South Atlantic,338.0
2022-03-06,West North Central,51.0
2022-03-06,West South Central,828.0
2022-03-07,East North Central,7594.0
2022-03-07,East South Central,6117.0
2022-03-07,Mid-Atlantic,2844.0
2022-03-07,Mountain,6314.0
2022-03-07,New England,5652.0
2022-03-07,Pacific,13944.0
2022-03-07,South Atlantic,13170.0
2022-03-07,West North Central,2560.0
2022-03-07,West South Central,4373.0
2022-03-08,East North Central,2626.0
2022-03-08,East South Central,2444.0
2022-03-08,Mid-Atlantic,3542.0
2022-03-08,Mountain,2560.0
2022-03-08,New England,2659.0
2022-03-08,Pacific,4864.0
2022-03-08,South Atlantic,5300.0
2022-03-08,West North Central,3012.0
2022-03-08,West South Central,7669.0
2022-03-09,East North Central,5642.0
2022-03-09,East South Central,1565.0
2022-03-09,Mid-Atlantic,3427.0
2022-03-09,Mountain,10068.0
2022-03-09,New England,1796.0
2022-03-09,Pacific,8306.0
2022-03-09,South Atlantic,7035.0
2022-03-09,West North Central,2203.0
2022-03-09,West South Central,6091.0
2022-03-10,East North Central,3121.0
2022-03-10,East South Central,1833.0
2022-03-10,Mid-Atlantic,4241.0
2022-03-10,Mountain,3426.0
2022-03-10,New England,1911.0
2022-03-10,Pacific,7547.0
2022-03-10,South Atlantic,7613.0
2022-03-10,West North Central,1586.0
2022-03-10,West South Central,6682.0
2022-03-11,East North Central,5138.0
2022-03-11,East South Central,1761.0
2022-03-11,Mid-Atlantic,4417.0
2022-03-11,Mountain,3155.0
2022-03-11,New England,1875.0
2022-03-11,Pacific,8903.0
2022-03-11,South Atlantic,7217.0
2022-03-11,West North Central,1558.0
2022-03-11,West South Central,9452.0
2022-03-12,East North Central,499.0
2022-03-12,East South Central,547.0
2022-03-12,Mid-Atlantic,2404.0
2022-03-12,Mountain,257.0
2022-03-12,New England,282.0
2022-03-12,Pacific,1730.0
2022-03-12,South Atlantic,462.0
2022-03-12,West North Central,482.0
2022-03-12,West South Central,4195.0
2022-03-13,East North Central,317.0
2022-03-13,East South Central,62.0
2022-03-13,Mid-Atlantic,3649.0
2022-03-13,Mountain,199.0
2022-03-13,New England,0.0
2022-03-13,Pacific,77.0
2022-03-13,South Atlantic,273.0
2022-03-13,West North Central,27.0
2022-03-13,West South Central,1480.0
2022-03-14,East North Central,5153.0
2022-03-14,East South Central,8648.0
2022-03-14,Mid-Atlantic,1889.0
2022-03-14,Mountain,3134.0
2022-03-14,New England,3820.0
2022-03-14,Pacific,11955.0
2022-03-14,South Atlantic,9679.0
2022-03-14,West North Central,1825.0
2022-03-14,West South Central,2333.0
2022-03-15,East North Central,2390.0
2022-03-15,East South Central,1317.0
2022-03-15,Mid-Atlantic,4240.0
2022-03-15,Mountain,24975.0
2022-03-15,New England,1532.0
2022-03-15,Pacific,2420.0
2022-03-15,South Atlantic,5378.0
2022-03-15,West North Central,1447.0
2022-03-15,West South Central,4625.0
2022-03-16,East North Central,3971.0
2022-03-16,East South Central,1425.0
2022-03-16,Mid-Atlantic,4833.0
2022-03-16,Mountain,8129.0
2022-03-16,New England,2031.0
2022-03-16,Pacific,6891.0
2022-03-16,South Atlantic,5909.0
2022-03-16,West North Central,2009.0
2022-03-16,West South Central,3482.0
2022-03-17,East North Central,4216.0
2022-03-17,East South Central,1904.0
2022-03-17,Mid-Atlantic,4244.0
2022-03-17,Mountain,2370.0
2022-03-17,New England,2231.0
2022-03-17,Pacific,6479.0
2022-03-17,South Atlantic,5977.0
2022-03-17,West North Central,1094.0
2022-03-17,West South Central,7040.0
2022-03-18,East North Central,5312.0
2022-03-18,East South Central,1423.0
2022-03-18,Mid-Atlantic,4524.0
2022-03-18,Mountain,1559.0
2022-03-18,New England,2003.0
2022-03-18,Pacific,9141.0
2022-03-18,South Atlantic,6274.0
2022-03-18,West North Central,1260.0
2022-03-18,West South Central,4143.0
2022-03-19,East North Central,0.0
2022-03-19,East South Central,355.0
2022-03-19,Mid-Atlantic,3161.0
2022-03-19,Mountain,401.0
2022-03-19,New England,159.0
2022-03-19,Pacific,3313.0
2022-03-19,South Atlantic,1836.0
2022-03-19,West North Central,221.0
2022-03-19,West South Central,2567.0
2022-03-20,East North Central,0.0
2022-03-20,East South Central,52.0
2022-03-20,Mid-Atlantic,4210.0
2022-03-20,Mountain,531.0
2022-03-20,New England,0.0
2022-03-20,Pacific,74.0
2022-03-20,South Atlantic,280.0
2022-03-20,West North Central,0.0
2022-03-20,West South Central,2458.0
2022-03-21,East North Central,5339.0
2022-03-21,East South Central,6716.0
2022-03-21,Mid-Atlantic,2264.0
2022-03-21,Mountain,3831.0
2022-03-21,New England,3523.0
2022-03-21,Pacific,11537.0
2022-03-21,South Atlantic,7820.0
2022-03-21,West North Central,1272.0
2022-03-21,West South Central,2975.0
2022-03-22,East North Central,2041.0
2022-03-22,East South Central,1007.0
2022-03-22,Mid-Atlantic,2760.0
2022-03-22,Mountain,2735.0
2022-03-22,New England,1844.0
2022-03-22,Pacific,1919.0
2022-03-22,South Atlantic,4447.0
